The River Food Pantry,The River Food Pantry is Dane County's busiest food pantry. Our mission is to bring a message of mercy and hope to those in need by providing nutritional basics and encouragement.,@riverpantry,https://www.facebook.com/theriverfoodpantry,kathy@riverfoodpantry.org,www.riverfoodpantry.org
Hope Haven,Hope Haven’s innovative model of residential services allows for outreach to an increased number of homeless and at-risk individuals and families; and has grown to an average of more than 300 adults per year. ,https://twitter.com/HopeHavenInc,https://www.facebook.com/hopehaveninc,tbellamy@hopehaveninc.org,http://www.hopehaveninc.org
Greer Relief & Resources Agency,"Greer Relief and Resources Agency, Inc. was chartered in 1936 to help neighbors in crisis during the Great Depression. ",https://twitter.com/GreerRelief,https://www.facebook.com/pages/Greer-Relief-Resources-Agency-Inc/108623205835893,volunteer@greerrelief.org,greerrelief.org
PCOS Awareness Association,"The mission of the PCOS Awareness Association (PCOSAA) is to inform the public about Polycystic Ovarian Syndrome by providing information and resources for women to get tested, as well as providing support for women diagnosed with PCOS. ",www.twitter.com/pcosaa,www.facebook.com/PCOSAwarenessAssociation,office@pcosaa.org,www.pcosaa.org
Inspire Youth Project,"Formerly Rise n’ Shine, the mission of Inspire Youth Project is to provide the missing social and emotional links for at-risk youth affected by HIV/AIDS, and those who have suffered abuse, neglect and homelessness.",,https://www.facebook.com/IYPinspireyouth,kyondra@inspireyouthproject.org,http://inspireyouthproject.org/
Project Host,"Soup Kitchen, CC Pearce Culinary School, Feeding Hungry Children Project, Garden",www.twitter.com/projecthost,https://www.facebook.com/projecthost.org,projecthost@gmail.com,www.projecthost.org
Boys Hope Girls Hope,"Boys Hope Girls Hope helps academically capable and motivated children-in-need to meet their full potential and become men and women for others by providing value-centered, family-like homes, opportunities and education through college",,facebook.com/BHGHAZ,ltomlinson@bhgh.org,www.bhghaz.org
Safe Harbor of Chester County,"Safe Harbor’s mission reaches beyond just feeding the homeless and providing shelter. We seek to understand each person’s background, define short term action plans designed to address their problems and needs, and monitor their progress. ",https://twitter.com/Safe_HarborCC,https://www.facebook.com/pages/Safe-Harbor-of-Chester-County/176104605734255,Karen@safeharborofgwc.org,http://www.safeharborofgwc.org/
The Humane Society for Seattle/King County,"True to our mission, we offer pet adoption, humane education, on-campus dog training, a Pet Food Bank, and spay/neuter services to low-income pet owners.",twitter.com/seattlehumane,www.facebook.com/seattlehumane,kim@seattlehumane.org,www.seattlehumane.org
Family Life Center - Safehouse,Shelter for women and children of Domestic Violence and Sexual Assault.,,Family Life Center of Butler County,safe.house@flc.kscoxmail.com,www.flcsafehouse.com
Border Partners,"Border Partners unites people from both sides of the US-Mexico border who believe that by sharing resources, ideas and experiences, we can improve life in our region. ",,Border Partners,polly@borderpartners.org,borderpartners.org
CONTACT Huntington Inc,"Non-profit providing 24 hour crisis and advocacy services to victims of sexual assault and stalking in Southwestern West Virginia. Also prevention of sexual violence. Education for children including healthy relationships, internet safety, anti-bullying.",,Contact Huntington,execdirector@contacthuntington.com,contacthuntington.com
Faith in Action of the Greater Kanawha Valley,"FIAGKV strives to help seniors in Kanawha and Putnam counties who want to retain their independence and stay in their own homes by assisting with everyday tasks like transportation, yard work, telephone reassurance calls, friendly visits, and more.",@FIAofGKV,https://www.facebook.com/pages/Faith-in-Action-of-the-Greater-Kanawha-Valley/440177252792911,Jennifer@FaithInActionGKV.com,www.faithinactiongkv.com
Paws and Stripes,Paws and Stripes is a nonprofit organization providing service dogs for wounded military veterans with post-traumatic stress disorder and traumatic brain injury through integrating service dog training and mental health treatment plans.,twitter.com/PawsandStripes,www.facebook.com/pawsandstripes501c,veterandogs@pawsandstripes.org,www.pawsandstripes.org
Homeless Inc,,,,waltlockhart@hotmail.com,
Easter Seals Capital Region & Eastern Connecticut,"We provide medical rehabilitation, vocational rehabilitation, educational, social enterprise, and supportive services to help individuals with disabilities to achieve their goals of independence and self-sufficiency.",,,agouse@escrec.org,www.hartford.easterseals.com
"Y-US, Inc","Y-US, founded in 1989, celebrates its 25 years of deep roots in the Hartford community. The agency is dedicated to helping youth who have experienced trauma develop into healthy and responsible people through positive youth development programs.",,,tmichalski@y-us.org,www.y-us.org
"New Reach, Inc.","It is the mission of New Reach to promote the independence of women and children confronted by homelessness, HIV/AIDS and behavioral health issues in a supportive environment where their potential can be realized.",NewReachCT,https://www.facebook.com/newreachct,kmckay@newreach.org,www.newreach.org
Community Solutions Inc,"Community Solutions, Incorporated is a private, non-profit human service agency that promotes self-reliance, responsibility, and accountability among at-risk and disadvantaged adults and adolescents referred from criminal and juvenile justice agencies.",,,jwise@csimail.org,http://www.csi-online.org/
Prison Book Program,"Prison Book Program mails books to people in prison to support their educational, vocational and personal development and to help them avoid returning to prison after their release.",twitter.com/prisonbookprog,facebook.com/prisonbookprogram,info@prisonbookprogram.org,www.prisonbookprogram.org
International Suicide Prevention,"Education, Support and Solutions. International Suicide Prevention bring real self-help to the field of suicide prevention.",https://twitter.com/MatthewDovel,,president@supportisp.org,http://www.supportisp.org
Our Children Charity,Our organization concentrates all the efforts of our donors and volunteers by trying to make this world a better place for all children.,https://twitter.com/tony588580,https://www.facebook.com/pages/Our-Children-Charity/429904400425519,Tony588580@gmail.com,http://www.ourchildrencharity.org/
Freedom Within Walls,“FREEDOM WITHIN WALLS is a non-profit organization established by diverse business professionals aimed at extinguishing hunger among children and providing enrichment programs for those impoverished.”?,https://twitter.com/FreedomWWalls,https://www.facebook.com/freedomwithinwalls,Tara.Scott@Freedomwithinwalls.org,www.freedomwithinwalls.org
Caritas Communities,Caritas is the largest non-profit owner and manager of affordable permanent veteran and Single Room Occupancy housing in Greater Boston. ,,https://www.facebook.com/CaritasCommunities,wprice@caritascommunities.org,http://www.caritascommunities.org/
"JEFF'S PLACE CHILDREN'S BEREAVEMENT CENTER, INC","Jeff’s Place facilitates healthy integration of loss for children, teens, and their families by helping them feel connected with each other and less alone in their grief journey.",https://twitter.com/JeffsPlace,https://www.facebook.com/JeffsPlaceMetrowest,ALEX@JEFFSPLACEMETROWEST.ORG,WWW.JEFFSPLACEMETROWEST.ORG
"Fat Cat Rescue, Inc.","Mission Statement Fat Cat Rescue, Inc. is a volunteer based-, nonprofit organization dedicated to reducing the feral and stray cat population by partnering with trap-neuter-return programs and by finding homes for adoptable cats and kittens. ",https://twitter.com/fatcatrescueinc,https://www.facebook.com/FatCatRescue,fatcatrescueinc@gmail.com,www.fatcatrescueinc.org
Brookline Teen Center,"The Brookline Teen Center was designed by high school students to meet the recreational, emotional, and academic needs of Brookline teenagers.",,https://www.facebook.com/BrooklineTeenCenter?ref=bookmarks,bmccarthy@brooklineteencenter.org,http://brooklineteencenter.org/
The Village Resource Foundation Corp,Village efforts are aimed at assuring that resources and services are available to all members of the community so that families and children become and remain self-sufficient.,,,sharonc950@gmail.com,www.villagecorp.org
Junior Achievement of Central Iowa,Junior Achievement of Central Iowa helps young people connect with relevant learning and the importance of staying in school. JA sparks students to develop competitive skills and confidence.,https://twitter.com/JACentralIowa,https://www.facebook.com/pages/Junior-Achievement-of-Central-Iowa/228945820498664,teresa@jacentraliowa.org,http://www.jacentraliowa.org/
Lincoln Park Conservancy,"Lincoln Park Conservancy is an independent, 501(c)(3) nonprofit organization that identifies, preserves and enhances the natural, historical and cultural assets of Lincoln Park.",https://twitter.com/LPConservancy,https://www.facebook.com/lpconservancy,lpconservancy@gmail.com,www.lincolnparkconservancy.org
Literacy Program in Quincy,"LVM of Quincy provides free, private, confidential and student-centered instruction in basic reading and writing to adults in order to help them fulfill their potential at home, at work, and in the community.",,Literacy Volunteers of MA/Quincy,quliteracy@ocln.org,thomascranelibrary.org/read
Rose-Mary Center,Rose-Mary Center assists and empowers individuals with intellectual disabilities to achieve lives of increasing abilities and personal fulfillment.,https://twitter.com/RoseMaryCenter,https://www.facebook.com/pages/Rose-Mary-Center/513472208688618?ref=hl,lchapin@rose-marycenter.com,www.rose-marycenter.com
East Cooper Community Outreach,"The mission of East Cooper Community Outreach (ECCO) is to provide safety net services to our low-income neighbors, while empowering them to create better lives for themselves, their families and their communities.",twitter.com/ECCO_Charleston,www.Facebook.com/ECCO.Charleston,amorrall@eccocharleston.org,www.ECCOcharleston.org
The Licking County Family YMCA,"The Licking County Family YMCA is a leading non-profit committed to strengthening community through youth development, healthy living and social responsibility.",,www.facebook.com/LCFYMCA,shirley.drake@lcfymca.org,www.lcfymca.org
Iowa International Center,"The Iowa International Center welcomes the world to Iowa, and introduces Iowa to the world, through interpretation and translation services, direct service programs, free multilingual resources and international visitor education programs.",https://twitter.com/IAInternational,https://www.facebook.com/iowainternationalcenter,ayost@iowainternationalcenter.org,www.iowainternationalcenter.org
Mentors & Meals- Ministerial Association of Woodford County,Mentors & Meals enhances academic achievement in middle school students utilizing peer mentors from the local high school along with college interns and adult volunteers.,,https://www.facebook.com/pages/MentorsMeals/295793697128947?sk=info,lisa@mentors-meals.org,www.mentors-meals.org
Community Youth Concepts,"We carry out our mission through research-based career exploration and leadership programs, which include Young Innovators Club, Mentor Advantage Program (MAP), and our Youth Philanthropy Board UVoice.",https://twitter.com/CYConcepts,https://www.facebook.com/communityyouthconcepts,kelsey@cyconcepts.org,www.cyconcepts.org
"The Arts @ Henson-Parks, Inc.","The Arts @ Henson-Parks, Inc. is a 501(c)3 community based, youth-focused nonprofit organization formed to teach kids a creative way to utilize various art forms and the latest technology.",https://twitter.com/ArtsHensonParks,https://www.facebook.com/pages/The-Arts-at-Henson-Parks-Inc/901301536566052,DRice@TheArtsAtHensonParks.com,www.TheArtsAtHensonParks.com
"United Church Of Praise International Ministries,Inc","United Church of Praise International Ministries, Inc. is a 501 (C) 3 located in Richmond County Staten Island New York which help people in time of emergency and natural disaster our principal goals and heart is to change lives.",,https://www.facebook.com/thomas.cletus?fref=ts,unitedchurchofpraiseintmin@gmail.com,www.unitedchurchint.com
TRIPPINZ CARE INC,"TRIPPINZ CARE MISSION IS DEDICATED AND COMMITTED TO GIVING BACK TO COMMUNITY WE SERVE,WE PROVIDE FREE CLOTHES FOR ME,WOMEN AND CHILDREN LIVING IN NEW YORK CITY WHO ARE CAUGHT IN THE CYCLE OF POVERTY.",https://twitter.com/TeddyIgori,https://www.facebook.com/choicesenterprise?fref=ts,TRIPPINZCARE@GMAIL.COM,HTTP://WWW.TRIPPINZCAREMISSION.ORG
Leaders in Training,"From the community, for the community: focusing on academic attainment, financial literacy, college information & leadership development, we are creating east Las Vegas first-generation college graduates and future Nevada leaders.",https://twitter.com/LIT_LV,https://www.facebook.com/LVleadersintraining,emosca@leaders-in-training.org,http://leaders-in-training.org/
Cincinnati Squash Academy,"The Cincinnati Squash Academy is an after school Urban Squash Program. Located in Over the Rhine in the Emanuel Community Center, we provide low-income at risk students in the surrounding schools year-round athletic and academic programming.",,,Austin@squashacademy.org,http://www.squashacademy.org/
Granite State Adaptive,"Adaptive Sports program for age 3 and above who have physical, cognitive and/or emotional disabilities as well as those who are visually impaired, blind or hearing impaired. We offer, Adaptive Skiing, Therapeutic Riding, Hippotherapy and Cycling.",,https://www.facebook.com/pages/Granite-State-Adaptive/133536906753995,hcostello21@gmail.com,www.gsadaptivesports.org
Back In The Saddle Equine Therapy Center,"Therapeutic riding, vocational education, Weekend Warrior Program for uniformed professionals, volunteer opportunities, and more with the help of horses!",,https://www.facebook.com/pages/Back-In-The-Saddle-Equine-Therapy-Center-Bitsetc/138298413661,bitsetc2003@aol.com,www.bitsetc.org
Hear the Hungry," By collecting audio and video testimonies, Hear the Hungry aims to put a human face on the issue of hunger and create social change through Compassion. Empowerment. Awareness.",https://twitter.com/HearTheHungry,https://www.facebook.com/hearthehungry,gracesin@hearthehungry.org,http://www.hearthehungry.org/
Home Free/ Missions Inc,"Services for battered women and their children. An emergency shelter, 24-hour crisis line and community program.",,,khitchcock@missionsinc.org,http://missionsinc.org/programs/home-free
International Institute of New Hampshire,"The International Institute of New England is a 501(c) 3 non-profit organization based in Boston, Massachusetts, with site offices located in Boston, Lowell, and Manchester, New Hampshire.",,,ahamady@iinh.org,http://iine.us
Courage Service Dogs,The mission of Courage Service Dogs is to partner PTSD service dogs with the courageous men and women who have served our country and communities.,,facebook.com/courageservicedogs,courageservicedogs@gmail.com,Courageservicedogs.org
Batesville Area Arts Council,The Batesville Area Arts Council (BAAC) is a non-profit arts organization with a mission of enriching our community through the arts.,,https://www.facebook.com/pages/Batesville-Area-Arts-Council/162935640391685,baac@suddenlinkmail.com,http://www.batesvilleareaartscouncil.org
Women & Children First: The Center against Family Violence,Women & Children First (formerly Advocates for Battered Women) was founded as a nonprofit organization in 1978. We are the oldest D.V. shelter in the state. We are the largest D.V. shelter in the state. We have 51 beds in our shelter with a 45 day stay,https://twitter.com/WCFirst,https://www.facebook.com/WCFarkansas?ref=br_tf,Bwiseman@wcfarkansas.org,www.wcfarkansas.org
Ten Thousand Villages Harpers Point,Non-Profit Fair Trade Retailer,,tenthousandvillagesharpers point,director.cincinnati@tenthousandvillages.com,harperspoint.tenthousandvillages.com
Everybody Wins! Iowa,Everybody Wins! Iowa is a literacy and mentoring non-profit organization created to address the issue of illiteracy that exists in society. ,www.twitter.com/everybodywinsia,www.facebook.com/everybodywinsiowa,statedirector@everybodywinsiowa.org,www.everybodywinsiowa.org
We Care of Pulaski County,"The youth are a big focus of WE CARE’s concern. Programs are implemented to address the basic needs of families and second, provide direction and hope. ",,,wecarerec@sbcglobal.net,http://wecarepulaski.com
Winter Film Awards,Winter Film Awards (WFA) is a volunteer-run and operated celebration of the diversity of local and international film-making. ,WinterFilmAward,https://www.facebook.com/WinterFilmAwardsGala,finn@winterfilmawards.com,www.WinterFilmAwards.com
The Blue Crew,We are a 501(c)(3) nonprofit founded in memory of Officer Will McGary who was killed in the line of duty in 2013. Our mission is to support and encourage law enforcement officers in Arkansas.,https://twitter.com/bluecrew474,facebook.com/thebluecrewconway,melody@bluecrewarkansas.org,www.bluecrewarkansas.org
"Hearts & Hooves, Inc","Hearts & Hooves is a PATH, Intl, premiere accredited Therapeutic Riding center. We provide equine-assisted activities as part of therapy or recreation to people in our community with disabilities.",,www.facebook.com/heartsandhoovesar,info@heartsandhooves.com,www.heartsandhooves.com
"Pathway To Freedom, Inc.",Providing in-prison and re-entry services and training to male prisoners in order to equip them for successful reintegration into their families and communities.,,,mmealler@ptfprison.org,www.ptfprison.org
Children's Rights Council,We provide a safe and nurturing setting for non custodial parents to be able to spend time with their children on a regular basis. ,,https://www.facebook.com/ChildrensRightsCouncilToledo,irishis98@frontier.com,www.crctoledo.com
ACCCOLPH,The Vision of the Veterans Business Development Academy is to be the prototype training and education academy for veterans to increase veteran’s employment opportunities.,https://twitter.com/acccolph1,https://www.facebook.com/ACCCOLPH,abendolph@acccolph.com,www.acccolph.com
Chicago Parks Foundation,Every great city has a philanthropic partner to help support their parks and the Chicago Parks Foundation has made that commitment to be a diligent and accountable partner for the Chicago Park District. ,https://twitter.com/ChicagoParksfdn,https://www.facebook.com/pages/Chicago-Parks-Foundation/646386065397503,mdaly@chicagoparksfoundation.org,chicagoparksfoundation.org
Bridges,"For over 87 years, Bridges (formerly League for the Deaf and Hard of Hearing) has been providing programs and services to the Deaf and hard of hearing communities in Nashville, middle Tennessee, and southern Kentucky.",www.twitter.com/bridges4deafhh,www.facebook.com/deafandhardofhearing,ca@bridgesfordeafandhh.org,www.bridgesfordeafandhh.org
Girls on the Run Nashville,"The mission of Girls on the Run is to inspire girls to be joyful healthy and confident using a fun, experience-based curriculum which creatively integrates running.",https://twitter.com/GOTRNashville,https://www.facebook.com/gotrnashville,tiffany.patton@girlsontherun.org,www.gotrnashville.org
Sephardic Bikur Holim,A complete social service agency providing a full range of services to those in need. Our volunteer driven model is focused on giving those in need the tools needed to pick themselves up.,,,Charles@sbhonline.org,www.sbhonline.org
Hear the Hungry,Providing food to those who are hungry can only do so much. Victims of hunger often have more far-reaching needs.,twitter.com/hearthehungry,facebook.com/hearthehungry,admin@hearthehungry.org,hearthehungry.org
Haven for Hope,"Our Core Values Radical Compassion - We have heart [We show respect, kindness and patience in how we speak, see and serve] Servant Leadership - We before me [We model our mission by putting others first] Driven by Hope - We are people of possibility! ",http://www.twitter.com/havenforhope,https://www.facebook.com/havenforhope,keith.wideman@havenforhope.org,www.havenforhope.org
Domestic Violence intervention Program,The Domestic Violence Intervention Program (DVIP) provides crisis intervention and ongoing support services to victims of intimate partner abuse. ,https://twitter.com/dvipiowa,https://www.facebook.com/pages/Domestic-Violence-Intervention-Program/270598750175,delaney@dvipiowa.org,http://www.dvipiowa.org
Community Arts Experience (C.A.E.),"C.A.E. is committed to nurturing youth 7 - 18 years of age by implementing 21st Century learning skills to cultivate entrepreneurial thinking, promote creativity, and effective leadership skills for the future. ",www.twitter.com/caeworldwide,www.facebook.com/caeworldwide,b.pleasant@communityartsexperience.com,www.communityartsexperience.com
WHEELS 4 PAWS 4 EVER HOMES,"Federal 501C3-Non Profit Shelter to Rescue, Adopters & Fosters Transporters. Provides help with boarding, vetting etc. until transport.",,https://www.facebook.com/Wheels4Paws,wheelspawshomes@gmail.com,wheels4paws.org
WINGS for kids,"WINGS is an education program that teaches kids how to behave well, make good decisions and build healthy relationships",,https://www.facebook.com/wingsforkids,eleanor@wingsforkids.org,www.wingsforkids.org
COASTAL Lacrosse,"COASTAL Lacrosse is a registered 501 (c)(3) non-profit organization that seeks to provide enrichment opportunities to at-risk youth and promote success through academic support, social development, and the game of lacrosse.",https://twitter.com/search?q=sccoastallax&src=typd,https://www.facebook.com/coastallacrossesc,info@coastallacrosse.org,www.coastallacrosse.org
Terri Brodeur Breast Cancer Foundation,he Terri Brodeur Breast Cancer Foundation is a non-profit group dedicated to providing critical funding to reseachers in search of a cure for breast cancer. Our pledge is that 100% of gross fundraising dollars goes directly to breast cancer research. ,,,alysonwoznicki@tbbcf.org,www.tbbcf.org
JDRF - North Florida,The mission of JDRF is to find a cure for diabetes and its complications through the support of research.,https://twitter.com/JDRFNorthFL,https://www.facebook.com/pages/JDRF-North-Florida-Chapter/389108670222?ref=hl,pwilliams@jdrf.org,www.northflorida.jdrf.org
Millies,"Millies seeks to provide resources to children with special needs to assist in developing cognitive, motor, communication and self-help skills.",,https://www.facebook.com/milliespearls,milliespearls@gmail.com,http://www.millies.org/
Children's Home Society of Florida-Buckner Division,"Every year, we help more than 10,000 kids and families in Northeast Florida. Our mission is to create brighter futures for our children. ",http://twitter.com/share?url=http://www.chsfl.org/buckner,http://www.facebook.com/sharer.php?u=http://www.chsfl.org/buckner,Melissa.Hoch@chsfl.org,www.chsfl.org/Buckner
The Lions Den,"I am a Breast Cancer survivor, was diagnosed with Stage IV breast cancer 6 /30/09. ",,,cathyrivera7182@gmail.com,
Donors Cure," Our goal is to provide a centralized platform where donors can support specific, qualified biomedical research projects led by researchers at US universities and institutions.",,,cwagoner@donorscure.org,www.donorscure.org
Interfaith Outreach and Community Partners," IOCP provides both emergency and long-term solutions around food and clothing, housing, employment, child care, transportation, and access to resources and healthy community connections. ",,,sgeller@iocp.org,iocp.org
Page Education Foundation,A young person's life-long success begins with an education,,https://www.facebook.com/pages/Page-Education-Foundation/172189622804266,caitlin@page-ed.org,http://www.page-ed.org/
Paws and Stripes,The cost to complete canine training for a Paws and Stripes™ veteran/dog team is funded by Paws and Stripes through donations. The veterans are never obligated to pay a penny for successfully completing the program. ? ,,,veterandogs@pawsandstripes.org,http://www.pawsandstripes.org/
YouthLink,"Build healthy relationships with youth and the community to address youths’ urgent needs so that doors of opportunity are opened to futures of empowerment, connectedness, and self-reliance.",https://twitter.com/youthlinkmn,https://www.facebook.com/YouthLinkMN,song@youthlinkmn.org,www.youthlinkmn.org
Youth Emergency Services & Shelter,"The agency opened in 1973 as a drop-in center for runaway teens and has grown into a well-established, highly-regarded, accredited agency designed to keep children safe.",www.twitter.com/yessiowa,https://www.facebook.com/pages/Youth-Emergency-Services-Shelter-YESS/121963234543081,jensenm@yessiowa.org,www.yessiowa.org
Chester County Futures,College Access Program For Economically Disadvantaged Youth In Chester County,,https://www.facebook.com/ccfutures,mmcdonald@ccfutures.org,ccfutures.org
Twin Cities Habitat for Humanity,"Twin Cities Habitat for Humanity is committed to building the quality of life, health and prosperity of the region through the production and preservation of homeownership because homes and families are the foundation of successful communities.",https://twitter.com/tchabitat,https://www.facebook.com/tchabitat,sean.koebele@tchabitat.org,www.tchabitat.org
Donors Cure,Donors Cure is a nonprofit that allows donors to support biomedical research by donating directly to projects led by researchers at universities across the United States.,https://twitter.com/donorscure,https://www.facebook.com/DonorsCure,tsokolowski@donorscure.org,donorscure.org
Phoenixville Area Community Services,"We operate an emergency food pantry and provide financial assistance with other basic needs - heat, rent/mortgage and necessary utilities. We also help people assess their overall needs and get them connected to resources to resolve their problems.",,https://www.facebook.com/pages/PACS-Phoenixville-Area-Community-Services/106342876074488,carol.berger@pacsphx.org,www.pacsphx.org
Jacksonville Zoo and Gardens,"The Jacksonville Zoo and Gardens’ Vision is, “Inspiring discovery and appreciation of the Earth’s wildlife through innovative experiences in a caring environment.”",,,lemondsm@jacksonvillezoo.org,www.jacksonvillezoo.org
West Chester Area Senior Center,"WCASC is a nonprofit 501c3 organization annually serving 3,500 Seniors 60+ years-old with a wide variety of vital programs and services in the Borough of West Chester, PA and its surrounding 7 townships.",,www.facebook.com/pages/West-Chester-Area-Senior-Center/324974758366,kathys@wcseniors.org,www.wcseniors.org
Peter's Place,"Since 2001, Peter’s Place has provided safe and supportive environments for grieving children and families and has acted as a community resource to foster understanding of the effects of death and grief. ",,https://www.facebook.com/PetersPlaceCenterforGrievingChildrenandFamilies,andrea@petersplaceonline.org,www.petersplaceonline.org
Lutheran Elementary School Association,Our mission is to provide financial resources for children in need to obtain Lutheran Christian education.,https://twitter.com/lesastl,www.facebook.com/lesastl,kauble@lesastl.org,www.LESAstl.org
Frankies Friends,Frankie's friends is a non-profit foundation dedicated to finding cures and saving pets with cancer and other life-threatening conditions.,https://twitter.com/FrankiesFriend,https:// www.facebook.com/frankiesfriendscharity,janet.smith@frankiesfriends.com,www.frankiesfriends.com
Save Abandoned Babies,"The Save Abandoned Babies Foundation’s mission is to prevent the illegal abandonment of newborns by raising awareness of the safe, legal options available under the Abandoned Newborn Infant Protection Act.",https://twitter.com/ilsafehaven,www.facebook.com/SaveAbandonedBabies,Dawn@SaveAbandonedBabies.org,www.SaveAbandonedBabies.org
The Reality Project,"We hold Rallies, Marches, and support the homeless and less fortunate through community activities with other non profit's in the communities.",,https://www.facebook.com/therealityprojectTRP,therealityprojectofnc@gmail.com,www.therealityprojectnc.com
Boys & Girls Clubs of Greater Washington,"The mission of Boys & Girls Clubs of Greater Washington is to help boys and girls of all backgrounds, especially those that need us most, develop character and acquire the skills needed to become productive, civic-minded, responsible adults.",,,dbenbow@bgcgw.org,www.bgcgw.org
Bear Necessities Pediatric Cancer Foundation," The foundation is named in memory of Barrett ""Bear"" Krupa, who died after a courageous five and a half year battle with Wilms Tumor, a pediatric cancer. ",@bear4kids,https://www.facebook.com/BearNecessities,hfash@bearnecessities.org,www.bearnecessities.org
Frankie's Friends,"Thanks to leaps in veterinary medical knowledge, treatments and technology that are offered at specialty hospitals across North America, pets without any hope for a decent quality of life just a decade ago are now routinely saved. ",https://twitter.com/FrankiesFriend_,www.facebook.com/frankiesfriendscharity,janet.smith@frankiesfriends.com,www.frankiesfriends.com
Twin Cities Habitat for Humanity ReStore,"ReStore is the social enterprise arm of TCHFH, funding 5 or more homes per year via sale of new and used construction products donated to the New Brighton store.",,https://www.facebook.com/TCHFHReStore,pete.okeefe@tchabitat.org,http://restore.tchabitat.org/
Eastern Pennsylvania Chapter of the National Hemophilia Foundation,The Eastern Pennsylvania Chapter of the National Hemophilia Foundation supports research and provides resources and program services to local patients with hemophilia and von Willebrand disease.                       ,twitter.com/hemophilia_epc,facebook.com/EPCNHF,curtk@hemophiliasupport.org,hemophiliasupport.org
Family Promise of Pulaski County,"Family Promise of Pulaski County works in partnership with local church congregations of various faiths to offer our guests (homeless children and their parents) with safe shelter, three meals per day, hospitality, showers, laundry, and transportation.",,https://www.facebook.com/familypromise.pulaski.county?fref=ts,execdir@familypromisepc.org,www.familypromisepc.org
Home of the Sparrow,"Since 1994, we have provided housing and supportive services to homeless and low-income women who want to improve their lives and become self-sufficient. ",,https://www.facebook.com/homeofthesparrow?fref=ts,Astirling@homeofthesparrow.org,www.homeofthesparrow.org
X,"A personal improvement and housing program for persons released from prison and jail. Our future operations will offer housing, education, and mental health counseling.",,,mw@exhouse.org,exhouse.org
Creative Visions Human Development Institute,"For nearly twenty years we have been addressing hunger, poverty, and education, for economically vulnerable individuals, families, seniors, and communities.",,https://www.facebook.com/pages/Creative-Visions-Human-Development-Institute/418181928226968?fref=ts,Sandra.Nichols@creativevisionsia.org,www.creativevisionsia.org
Eyerly Ball,"Eyerly Ball is a multi-disciplinary team, consisting of registered nurses, licensed clinical professionals, and care coordinators that assesses the individual and provides crisis intervention and stabilization services.",,,darcym@eyerlyball.org,http://eyerlyball.org/
Boy Scouts of America,Boy Scout Troop 5 Eagle Project,,,rdelugo@comcast.net,
Rose Hope Animal Rescue,Providing homes and readoption of animals at 3 Petsmart Locations. Founded in 1995.,,,a123butkus@gmail.com,rosehope.org
Wolverine Dental Hygienists' Society,"Wolverine Dental Hygienists' Society(WDHS) was founded in 1972. The mission is to support the community in preventive dental outreach programs- scholarships, continuing education classes",,https://www.facebook.com/wdhsonline?fref=ts,donna7poole@yahoo.com,www.wdhsonline.org
Humble Design,"Humble Design is a 501c3 nonprofit organization, that assists families in need who are transitioning out of homeless and domestic abuse shelters by providing furnishings and design services to their new place of residence.",www.twitter.com/humbledesign1,www.facebook.com/humbledesigninc,lindsay@humbledesign.org,www.humbledesign.org
South Carolina Community Loan Fund,"Our mission is to advance equitable access to capital by providing loans, technical assistance, and advocacy.",https://twitter.com/SCCLF,https://www.facebook.com/sccommunityloanfund?ref=hl,michelle@sccommunityloanfund.org,http://sccommunityloanfund.org/
Village Rep,"The Village Repertory Co. is a non profit professional theatre company, producing drama, comedy, and musicals with a special emphasis on the finest plays of the 20th Century.",https://twitter.com/VillageRep,https://www.facebook.com/VillageRep,keely@villagerep.com,www.villagerep.com
Charleston Stage,"Charleston Stage, founded by Playwright Julian Wiles in 1978, is South Carolina’s largest professional theatre company.",,,bporter@charlestonstage.com,www.charlestonstage.com
Charleston Regional Alliance for the Arts,"The Charleston Regional Alliance for the Arts is dedicated to the shared realization of a dynamic and thriving arts community by serving arts organizations in the region of Charleston, SC with resources and best business practices.",chsartsalliance,www.facebook.com/chsartsalliance,lily@artscharleston.org,www.artscharleston.org
National Conference for Community and Justice,The National Conference for Community and Justice (NCCJ) is a human relations organization that promotes inclusion and acceptance by providing education and advocacy while building communities that are respectful and just for all.,https://twitter.com/NCCJtweets,https://www.facebook.com/NCCJposts,bmoody@nccj.org,www.nccj.org
"Hannah's House, Inc","Believing in the sanctity of life and the innate value of each person, Hannah's House is a maternity home that provides shelter, programming, and staff support for the physical, emotional, and spiritual well being of pregnant women.",,,lakeyue@hannahshousemichiana.com,www.maternityhomewithaheart.org
Art Goes There,"Art Goes There! promotes and creates connections among artistic, cultural, and educational collaborators to provide inspiring and challenging programs for children that broadens, deepens, and diversifies participation in the arts.",@ArtGoesThere,www.facebook.com/artgoesthere,artgoesthere@gmail.com,www.artgoesthere.org
STARelief and Pet Assistance,"STARelief and Pet Assistance is an all volunteer 501c3 nonprofit organization. Our mission is to provide life-saving veterinary care, pet food, emergency boarding and foster care to pets whose families are struggling with financial hardship.",@star_rescue,https://www.facebook.com/STAReliefandPetAssistance,care@starelief.org,www.starelief.org
Covenant House Georgia,Covenant House Georgia is a homeless youth shelter serving youth ages 18 to 21.,https://twitter.com/covenanthousega,https://www.facebook.com/CovenantYouth,tself@covenanthouse.org,covenanthousega.org
